attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
,brownfield-site,,,,local-authority-eng:BNS,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BOL,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BOS,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BOT,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BPC,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BPL,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BRA,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BRC,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BRD,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BRE,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BRM,brownfield-site,2021-08-31T12:37:21.922Z,,
,brownfield-site,,,,local-authority-eng:BRO,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BRT,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BRW,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BRX,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BRY,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BST,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BUC,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BUN,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:BUR,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CAB,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CAN,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CAR,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CAS,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CAT,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CBF,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHA,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHC,brownfield-site,2021-08-31T12:37:21.923Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:CHE,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHI,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHL,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHN,brownfield-site,2021-08-31T12:37:21.923Z,,2020-03-31
,brownfield-site,,,,local-authority-eng:CHO,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHR,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHS,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHT,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CHW,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CLD,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CMD,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:COL,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:COP,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:COR,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:COT,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:COV,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CRA,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CRW,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:CRY,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DAC,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DAL,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DAR,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DAV,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DEB,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DER,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DNC,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DOV,brownfield-site,2021-08-31T12:37:21.923Z,,
,brownfield-site,,,,local-authority-eng:DST,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:DUD,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:DUR,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EAL,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EAS,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EAT,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ECA,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EDE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EDN,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EDO,brownfield-site,2021-08-31T12:37:21.924Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:EHA,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EHE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ELI,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ELM,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ENF,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ENO,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EPP,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EPS,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ERE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ERY,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:ESK,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EST,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:EXE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:FAR,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:FEN,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:FOE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:FOR,brownfield-site,2021-08-31T12:37:21.924Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:FYL,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GAT,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GED,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GLA,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GLO,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GOS,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GRA,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GRE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GRT,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:GRY,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAA,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAE,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAG,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAL,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAO,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAR,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAS,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAT,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HAV,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HCK,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HEF,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HER,brownfield-site,2021-08-31T12:37:21.924Z,,
,brownfield-site,,,,local-authority-eng:HIG,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HIL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HIN,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HMF,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HNS,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HOR,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HPL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HRW,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HRY,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HUN,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:HYN,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:IOS,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:IOW,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:IPS,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:ISL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KEC,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KET,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KHL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KIN,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KIR,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KTT,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:KWL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LAC,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LBH,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LCE,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LDS,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LEE,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LEW,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LIC,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LIF,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LIV,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LND,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:LUT,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MAI,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MAL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MAN,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MAS,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MAV,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MDB,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MDE,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MDW,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MEL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MEN,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MIK,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MOL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MRT,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MSS,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:MSU,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:NBL,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:NDE,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:NDO,brownfield-site,2021-08-31T12:37:21.925Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:NEA,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:NEC,brownfield-site,2021-08-31T12:37:21.925Z,,
,brownfield-site,,,,local-authority-eng:NED,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NEL,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NET,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NEW,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NGM,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NHE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NKE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NLN,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NNO,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NOR,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NOW,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NSM,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NTY,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NUN,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NWA,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NWL,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:NWM,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:OAD,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:OLD,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:OXO,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:PEN,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:PLY,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:POL,brownfield-site,2021-08-31T12:37:21.926Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:POR,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:PRE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:PTE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:PUR,brownfield-site,2021-08-31T12:37:21.926Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:RCC,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RCH,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RDB,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RDG,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RED,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:REI,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RIB,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RIC,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RIH,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:ROC,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:ROS,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:ROT,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RUG,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RUH,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RUN,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RUS,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RUT,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:RYE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SAL,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SAW,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SBU,brownfield-site,2021-08-31T12:37:21.926Z,,2020-03-31
,brownfield-site,,,,local-authority-eng:SCA,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SCE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SDE,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SED,brownfield-site,2021-08-31T12:37:21.926Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:SEG,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SEL,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SEV,brownfield-site,2021-08-31T12:37:21.926Z,,
,brownfield-site,,,,local-authority-eng:SFT,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SGC,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SHA,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SHE,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SHF,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SHN,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SHO,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SHR,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SKE,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SKP,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SLA,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SLF,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SLG,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SND,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SNO,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SNR,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SOL,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SOS,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SOX,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SPE,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SRI,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SSO,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SST,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STA,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STE,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STF,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STH,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STN,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STO,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STR,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STT,brownfield-site,2021-08-31T12:37:21.927Z,,
