attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
,brownfield-site,,,,local-authority-eng:STV,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:STY,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SUF,brownfield-site,2021-08-31T12:37:21.927Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:SUR,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SWD,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SWK,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SWL,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:SWT,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TAM,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TAN,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TAU,brownfield-site,2021-08-31T12:37:21.927Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:TAW,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TEI,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TEN,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TES,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TEW,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TFW,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:THA,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:THE,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:THR,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TOB,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TON,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TOR,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TRF,brownfield-site,2021-08-31T12:37:21.927Z,,
,brownfield-site,,,,local-authority-eng:TUN,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:TWH,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:UTT,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:VAL,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WAE,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WAT,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WAV,brownfield-site,2021-08-31T12:37:21.928Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:WAW,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WBK,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WDE,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WDO,brownfield-site,2021-08-31T12:37:21.928Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:WEA,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WEL,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WEW,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WEY,brownfield-site,2021-08-31T12:37:21.928Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:WFT,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WGN,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WIL,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WIN,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WKF,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WLA,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WLI,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WLL,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WLV,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WND,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WNM,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WOC,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WOI,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WOK,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WOT,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WOX,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WRL,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WRT,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WSK,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WSM,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WSO,brownfield-site,2021-08-31T12:37:21.928Z,,2019-03-31
,brownfield-site,,,,local-authority-eng:WYC,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WYE,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:WYO,brownfield-site,2021-08-31T12:37:21.928Z,,2020-03-31
,brownfield-site,,,,local-authority-eng:WYR,brownfield-site,2021-08-31T12:37:21.928Z,,
,brownfield-site,,,,local-authority-eng:YOR,brownfield-site,2021-08-31T12:37:21.928Z,,
